Sim,Covs,T Setting,T Drop Setting,Binary Dose,DGP,Observed,Our Method,Expert,Linear Q-learning (R),DTree Q-learning (R),Linear Q-learning (Python),RF Q-learning (Python),SV Q-learning (Python),Linear Q-learning Multi,RF Q-learning Multi,SV Q-learning Multi,Linear OptClass,DTree OptClass,Linear BOWL R1,Linear BOWL R2,Linear BOWL R3,Poly BOWL R1,Poly BOWL R2,Poly BOWL R3,Linear Inf R1,Linear Inf R2,Linear Inf R3,RF Inf R1,RF Inf R2,RF Inf R3,SV Inf R1,SV Inf R2,SV Inf R3,Linear Inf Multi R1,Linear Inf Multi R2,Linear Inf Multi R3,RF Inf Multi R1,RF Inf Multi R2,RF Inf Multi R3,SV Inf Multi R1,SV Inf Multi R2,SV Inf Multi R3,BCQ R1,BCQ R2,BCQ R3,CQL R1,CQL R2,CQL R3,CRR R1,CRR R2,CRR R3,DDPG R1,DDPG R2,DDPG R3,SAC R1,SAC R2,SAC R3,TD3 R1,TD3 R2,TD3 R3,Random,Inaction,Full Dosing
10,100,b,a,False,informed,0.017239107926608686,0.016509885396012707,0.017340172402469604,,,0.04275200826307831,0.05238581567762905,0.03275764274020242,0.03600127921703835,0.04968172384499685,0.0349004599577593,,,0.025997668893167836,,,,,,0.017521115081073194,0.03717865828104812,0.02205322508936289,0.075248692941962,0.009861541461657969,0.009861541461657969,0.00892719087071098,0.009861541461657969,0.009567488808734674,0.0014509525002200194,0.04754662531607654,0.06585670249228923,0.0016050905860647854,0.08857735245773071,0.10208503936991893,0.0014363696929192385,0.009841373459987571,0.015065733164684476,0.018788014096338398,0.02026248802720514,0.01878822419551813,0.017055559365296645,0.017669777945168955,0.017256196446189226,0.01876138250993809,0.018328795291619827,0.01903874166562818,0.015736648476189545,0.038758224933554415,0.0671338803789625,0.02290230969735768,0.12519175817836198,0.0679667875548515,0.015736648476189545,0.060071777242334284,0.12754074684297234,0.01203274042374648,0.015736648476189545,0.001308876577350526
11,100,b,b,False,informed,0.01749135124628889,0.01664679517125396,0.017613093215888543,,,0.03378710436028269,0.03813273217536206,0.05142012200849414,0.06886315568231183,0.06530033851770078,0.06966075690538813,,,0.0902938014939857,,,0.02198949473698472,,,0.008923505329657213,0.033044467647478655,0.024483023119145852,0.008795932074125585,0.010291028284767996,0.010356284641653475,0.008795932074125585,0.010356284641653475,0.009931873200114757,0.001410487037944882,0.0465560217146476,0.05729204959999616,0.0025848750351551673,0.08785178906604729,0.09301741489465405,0.0014363696929192385,0.010356284641653475,0.017395099128323776,0.024902969596753765,0.025550569053298375,0.02424974226667162,0.016684692006999142,0.017429255502413782,0.017298919954117,0.018351753107135646,0.019300668109515896,0.019433828346739245,0.01546268853861145,0.02796595674819845,0.034914783477248704,0.01826443192886684,0.10606428041026521,0.040167936938492826,0.055914855384160474,0.05386982360038731,0.09712276550298271,0.01203274042374648,0.015736648476189545,0.001308876577350526
12,100,a,a,True,informed,0.021340842976493885,0.022965133755784062,0.02054744189482118,,,0.034730693235689655,0.036379975695139594,0.020486452519704462,,,,,,0.023497816247920862,0.01763301099991369,0.017555108036745825,0.022187004256878327,0.03483083177452504,0.03483083177452504,0.025407417068747145,0.009779678177893068,0.03210197567292803,0.010465985004062608,0.010396861874724767,0.009824244982373158,0.01064387642088906,0.00988938825206087,0.00988938825206087,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01643768135781484,0.015736648476189545,0.022187004256878327
13,100,a,b,True,informed,0.019831593613806164,0.02279306219467946,0.02038904504616969,,,0.02069706310210779,0.02104481433812891,0.02206801686652094,,,,,,0.06182095445200378,0.022467754671973775,0.025856690063746253,0.022011559961298166,0.025827922466729096,0.025827922466729096,0.01850597343107295,0.026348424500986973,0.031790432191893335,0.011118855488242561,0.01259605201306305,0.015177805818815985,0.011118855488242561,0.011128318547031734,0.011128318547031734,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01643768135781484,0.015736648476189545,0.022187004256878327
14,100,b,a,True,informed,0.018599660438326632,0.021071994385164893,0.019818319542122726,,,0.04949056263040141,0.033019930185778465,0.035094009085372545,,,,,,0.016620327737973364,,,0.01788405115498961,,,0.010990306733902519,0.0158715236558402,0.010335936287892292,0.00892719087071098,0.018030018828258873,0.010244382285967878,0.00892719087071098,0.009861541461657969,0.013272349571869154,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017563344004818068,0.015736648476189545,0.01687812349260361
15,100,b,b,True,informed,0.020563828744462408,0.02181857007230309,0.01990047605883892,,,0.059026844918669295,0.04009055539125081,0.05829001900659727,,,,,,0.02957167919693293,,,0.016345743584595125,,,0.011873898840911976,0.01669060561482041,0.010462338472625973,0.008795932074125585,0.023578312961390253,0.010251957451089389,0.008795932074125585,0.010356284641653475,0.010881539171314033,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017563344004818068,0.015736648476189545,0.01687812349260361
16,10,a,a,False,random,0.012636101164187438,0.013476197339637107,0.013008094645865302,0.03743524233153903,0.03743524233153903,0.06307595671719517,0.07004154782022332,0.03116999231717311,0.04834263673317571,0.03650994817566131,0.0322869942856253,0.04494941601400402,0.04494941601400402,0.011414931169077264,0.042410866283859025,0.0448268892518765,0.010683361387050241,0.010683361387050241,0.010683361387050241,0.011852048457189953,0.018574458977741175,0.012024536318886097,0.03230202861480342,0.02962444758534481,0.0065395557550711764,0.01233266949375134,0.02682575353334145,0.02720410185789519,0.03316827114165458,0.026363651212666983,0.013554082702076779,0.06389003711147197,0.0845821929747689,0.045772434821338526,0.13207079441285308,0.1345183513209453,0.02644338540313905,0.025707412406377653,0.024069854481006785,0.02583036768489456,0.016228953982571414,0.017468392508817304,0.013209247159710289,0.01578631986046277,0.017027145509759572,0.013875764559304954,0.026607230912706895,0.011297298233136131,0.014837363931003864,0.02144141344516064,0.05078258611602582,0.07112849750904862,0.02893781899903745,0.01307418106522604,0.04473418567964612,0.01301577989656362,0.009116064478652295,0.004246050796731143
17,10,a,b,False,random,0.01132719131814659,0.013130919717657974,0.011289958276926313,0.03784580905672249,0.03784580905672249,0.04237228488429423,0.030500388263275037,0.025261318463736547,0.060523918716835455,0.04561440215776729,0.040426801948577056,0.030425880603958205,0.030425880603958205,0.010683361387050241,0.022549361059917526,0.02907861395379229,0.010683361387050241,0.010683361387050241,0.010683361387050241,0.018901058171435798,0.020275146829243196,0.01662939692548298,0.0349516959907753,0.012441336025735472,0.017798506738073958,0.011881431776205771,0.024713303470419598,0.03001135749924298,0.029688691804332354,0.04783884680004208,0.018828589683608395,0.060816613900444925,0.0837599797667497,0.03430095134479355,0.035300626205866575,0.1647180286045472,0.02482698023055605,0.03106745631855406,0.031691107834682486,0.035264265497137924,0.02445511463025569,0.022926599123472734,0.022626195810213075,0.029170280477874958,0.03012583259386673,0.03099643442992147,0.03762362080004082,0.043764290899027905,0.07560943619750952,0.03670834553039605,0.036582423159360646,0.029368081492094713,0.04684945093201819,0.042279023043037364,0.07784551165102922,0.01301577989656362,0.009116064478652295,0.004246050796731143
18,10,b,a,False,random,0.00848450600242955,0.03502701964574145,0.010840955483234561,0.020345114504728805,0.020345114504728805,0.017682581378591945,0.028440334589785475,0.037122698404643294,0.054355046248086104,0.03611717043180434,0.06920090887751176,0.025649663996978524,0.025649663996978524,0.029708881619118954,,,0.008816700659901935,0.008816700659901935,0.008816700659901935,0.01240235546388795,0.015812969360622906,0.014442171436092064,0.030293998015934992,0.006474850130352542,0.03341540772883387,0.014518228107052927,0.0076245793671727196,0.01715709152139967,0.02040227025551193,0.04901500844263495,0.018908296703048794,0.05725149963561056,0.0728014603670761,0.08455983555727674,0.03208951296148419,0.009392045906818663,0.011834828173435242,0.01983643643718082,0.02113334855276447,0.021540414891180932,0.02180439356981456,0.018692173988625643,0.02960369820425179,0.016181454622011277,0.025739330952741113,0.024452101405766643,0.009153659032551418,0.03664376876733184,0.0579104571958431,0.0351775571396848,0.023594992778352922,0.02855742137850464,0.009077879418500853,0.0313244481616449,0.05822594375633417,0.0077857832651976365,0.009116064478652295,0.002291287847477917
19,10,b,b,False,random,0.010214927157944146,0.04286465848888127,0.011824483965595779,0.06208686614227215,0.06208686614227215,0.08908297433174016,0.04222857600699964,0.06352239555339602,0.09305878164958568,0.05364942242294682,0.06853036207635115,0.01888545806475951,0.01888545806475951,0.08108943108280717,0.08285650246057936,,0.008816700659901935,0.008816700659901935,0.008816700659901935,0.009560197091119663,0.016207454425275023,0.015046944085620491,0.025814877391474134,0.00616014353899752,0.02083235085402661,0.020866997362998074,0.010824436292603504,0.018424525988332437,0.02039582000519248,0.04518336908758866,0.01606368903033044,0.051942554301539906,0.09213691185575837,0.11344614998918395,0.03447348332605191,0.02122132740528042,0.016851050256195956,0.025902397775617567,0.02139669182496753,0.01582893752460647,0.01821682276301079,0.022556595487794706,0.022205025509887094,0.01383083892116302,0.02085406687586759,0.024610438521296726,0.009063954057578516,0.0421951606105175,0.035409595785382955,0.027531560836706364,0.02913394655904455,0.031490140478702563,0.009063954057578516,0.04478839135311736,0.06629779308861683,0.0077857832651976365,0.009116064478652295,0.002291287847477917
20,10,a,a,True,random,0.01636620394529374,0.012845130144185096,0.01855319521353609,0.01991666850179832,0.01991666850179832,0.023111856150833998,0.01849174780387472,0.016227008025932698,,,,0.021179123285865614,0.021179123285865614,0.05138535341373595,0.0371735301663595,0.017048111192683353,0.01177408878285988,0.010683361387050241,0.010683361387050241,0.020874562712091784,0.016073106011039215,0.020096805192551595,0.01233266949375134,0.04722287581247041,0.08014583746619595,0.01233266949375134,0.05437869164721747,0.01511804429011554,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01831155804115906,0.009116064478652295,0.010683361387050241
21,10,a,b,True,random,0.016284558394542483,0.013247045350806176,0.018033521418093643,0.06453923735135654,0.06453923735135654,0.014007047098551936,0.013816847077314499,0.011439888663425839,,,,0.017552552670855544,0.017552552670855544,,0.024326453004691714,0.011130978969096,0.010683361387050241,0.010683361387050241,0.010683361387050241,0.015678597547377476,0.012430438024208347,0.021767854135954928,0.011881431776205771,0.06016317723272969,0.07434151280620938,0.011881431776205771,0.054650347906630835,0.016978004346181182,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01831155804115906,0.009116064478652295,0.010683361387050241
